Project: 2018 Post 45 Charleston Entrance Channel Maintenance and New Work Dredging
Permit: W912HP-18-C-0001
Client: Great Lakes Dredge & Dock Co.
Trip: 54
Vessel Name: GL702
Material Source: UNKNOWN
Transit Start: 5/26/2018 5:44:02 AM
Disposal Start: 5/26/2018 7:18:23 AM
Note: Coordinates are in NAD 1983 StatePlane South Carolina FIPS 3900 Feet

Local Date/Time,Easting,Northing,Heading,Speed (knots),Aft Draft (ft),Fore Draft (ft),Aft Ullage (ft),ForeUllage (ft),Water Depth (ft),Placement Phase,Hull Status
05/26/2018 07:33:53,2399353.57,297596.41,60.27,6.30,5.12,3.74,26.90,28.29,N/A,RETURN,CLOSED
05/26/2018 07:33:59,2399409.88,297628.40,60.02,6.40,5.17,3.46,26.87,28.39,N/A,RETURN,CLOSED
05/26/2018 07:34:05,2399464.90,297660.42,58.44,6.30,5.21,3.51,26.73,28.45,N/A,RETURN,CLOSED
05/26/2018 07:34:11,2399517.40,297696.09,58.55,6.40,5.17,3.60,26.60,28.51,N/A,RETURN,CLOSED
05/26/2018 07:34:17,2399572.52,297730.06,58.18,6.30,5.17,3.64,26.50,28.59,N/A,RETURN,CLOSED
05/26/2018 07:34:23,2399626.76,297766.21,57.97,6.40,5.17,3.55,26.53,28.59,N/A,RETURN,CLOSED
05/26/2018 07:34:29,2399681.59,297802.14,58.35,6.40,5.21,3.51,26.56,28.59,N/A,RETURN,CLOSED
05/26/2018 07:34:35,2399736.33,297837.70,58.13,6.40,5.17,3.55,26.71,28.43,N/A,RETURN,CLOSED
05/26/2018 07:34:41,2399791.23,297874.42,57.06,6.40,5.08,3.55,26.65,28.43,N/A,RETURN,CLOSED
05/26/2018 07:34:47,2399845.35,297912.32,57.78,6.40,5.21,3.60,26.77,28.25,N/A,RETURN,CLOSED
05/26/2018 07:34:53,2399897.42,297946.80,57.44,6.40,5.12,3.78,26.77,28.41,N/A,RETURN,CLOSED
05/26/2018 07:34:59,2399946.62,297980.43,56.80,6.40,5.17,3.64,26.72,28.49,N/A,RETURN,CLOSED
05/26/2018 07:35:06,2400008.24,298019.49,55.85,6.40,5.17,3.69,26.67,28.74,N/A,RETURN,CLOSED
05/26/2018 07:35:12,2400068.39,298058.98,55.46,6.50,5.26,3.51,26.65,28.62,N/A,RETURN,CLOSED
05/26/2018 07:35:17,2400113.22,298088.58,55.51,6.40,5.08,3.51,26.59,28.71,N/A,RETURN,CLOSED
05/26/2018 07:35:23,2400167.58,298121.56,55.39,6.40,5.17,3.64,26.67,28.64,N/A,RETURN,CLOSED
05/26/2018 07:35:30,2400225.76,298162.69,55.11,6.30,5.17,3.60,26.64,28.52,N/A,RETURN,CLOSED
05/26/2018 07:35:35,2400271.48,298196.43,57.04,6.40,5.21,3.19,26.58,28.52,N/A,RETURN,CLOSED
05/26/2018 07:35:41,2400325.61,298230.92,56.71,6.30,5.12,3.42,26.66,28.52,N/A,RETURN,CLOSED
05/26/2018 07:35:47,2400378.13,298267.11,57.34,6.40,5.12,3.46,26.78,28.54,N/A,RETURN,CLOSED
05/26/2018 07:35:53,2400439.38,298307.72,57.03,6.40,5.17,3.64,26.70,28.57,N/A,RETURN,CLOSED
05/26/2018 07:35:59,2400489.95,298343.22,57.26,6.50,5.08,3.64,26.71,28.51,N/A,RETURN,CLOSED
05/26/2018 07:36:06,2400548.50,298383.98,56.81,6.40,5.12,3.60,26.73,28.48,N/A,RETURN,CLOSED
05/26/2018 07:36:11,2400593.20,298416.05,57.27,6.40,5.12,3.74,26.54,28.55,N/A,RETURN,CLOSED
05/26/2018 07:36:18,2400654.40,298458.45,57.43,6.40,5.17,3.24,26.62,28.55,N/A,RETURN,CLOSED
05/26/2018 07:36:23,2400699.34,298488.99,58.12,6.40,5.17,3.51,26.72,28.56,N/A,RETURN,CLOSED
05/26/2018 07:36:29,2400757.68,298525.78,57.92,6.50,5.17,3.83,26.79,28.56,N/A,RETURN,CLOSED
05/26/2018 07:36:35,2400808.60,298562.80,57.49,6.40,5.05,3.80,26.68,28.41,N/A,RETURN,CLOSED
05/26/2018 07:36:41,2400859.65,298600.89,56.71,6.40,5.03,3.37,26.68,28.41,N/A,RETURN,CLOSED
05/26/2018 07:36:47,2400913.02,298640.30,57.21,6.40,5.17,3.51,26.77,28.47,N/A,RETURN,CLOSED
05/26/2018 07:36:53,2400967.41,298679.12,57.70,6.50,5.17,3.55,26.63,28.44,N/A,RETURN,CLOSED
05/26/2018 07:36:59,2401020.48,298717.72,57.90,6.30,5.12,3.64,26.53,28.53,N/A,RETURN,CLOSED
05/26/2018 07:37:05,2401073.46,298753.95,58.49,6.40,5.08,3.51,26.64,28.65,N/A,RETURN,CLOSED
05/26/2018 07:37:11,2401125.38,298787.08,59.55,6.40,5.14,3.40,26.58,28.57,N/A,RETURN,CLOSED
05/26/2018 07:37:17,2401179.17,298824.45,58.90,6.40,5.14,3.31,26.71,28.63,N/A,RETURN,CLOSED
05/26/2018 07:37:23,2401234.42,298859.05,57.63,6.40,5.12,3.51,26.62,28.68,N/A,RETURN,CLOSED
05/26/2018 07:37:29,2401285.01,298890.85,58.34,6.40,5.12,3.33,26.70,28.68,N/A,RETURN,CLOSED
05/26/2018 07:37:35,2401339.62,298927.78,58.01,6.40,5.12,3.78,26.86,28.41,N/A,RETURN,CLOSED
05/26/2018 07:37:41,2401395.60,298964.86,58.02,6.40,5.21,3.78,26.71,28.36,N/A,RETURN,CLOSED
05/26/2018 07:37:48,2401453.72,299004.31,57.64,6.30,5.08,3.83,26.79,28.36,N/A,RETURN,CLOSED
05/26/2018 07:37:53,2401500.17,299037.19,58.84,6.40,5.12,3.51,26.78,28.52,N/A,RETURN,CLOSED
05/26/2018 07:37:59,2401552.21,299072.41,57.97,6.40,5.17,3.37,26.49,28.55,N/A,RETURN,CLOSED
05/26/2018 07:38:06,2401612.79,299114.22,58.54,6.40,5.17,3.24,26.54,28.80,N/A,RETURN,CLOSED
05/26/2018 07:38:12,2401666.13,299152.76,57.48,6.40,5.12,3.33,26.42,28.53,N/A,RETURN,CLOSED
05/26/2018 07:38:17,2401712.25,299184.50,57.31,6.40,5.17,3.15,26.54,28.50,N/A,RETURN,CLOSED
05/26/2018 07:38:23,2401764.98,299220.04,56.64,6.30,5.12,3.42,26.46,28.33,N/A,RETURN,CLOSED
05/26/2018 07:38:29,2401817.79,299257.25,56.08,6.40,5.08,3.55,26.51,28.36,N/A,RETURN,CLOSED
05/26/2018 07:38:35,2401868.80,299294.15,55.27,6.40,5.12,3.74,26.71,28.45,N/A,RETURN,CLOSED
05/26/2018 07:38:41,2401918.13,299328.09,55.75,6.50,5.21,3.83,26.64,28.45,N/A,RETURN,CLOSED
05/26/2018 07:38:47,2401972.26,299366.03,56.45,6.50,5.12,3.78,26.86,28.45,N/A,RETURN,CLOSED
05/26/2018 07:38:53,2402027.28,299403.60,56.54,6.40,5.10,3.62,26.84,28.53,N/A,RETURN,CLOSED
05/26/2018 07:38:59,2402081.27,299440.57,56.61,6.40,5.03,3.46,26.62,28.53,N/A,RETURN,CLOSED
05/26/2018 07:39:05,2402133.29,299478.01,56.77,6.40,5.08,3.51,26.64,28.53,N/A,RETURN,CLOSED
05/26/2018 07:39:11,2402181.75,299509.90,57.39,6.40,5.17,3.74,26.69,28.53,N/A,RETURN,CLOSED
05/26/2018 07:39:17,2402237.78,299548.18,56.97,6.40,5.12,3.96,26.80,28.53,N/A,RETURN,CLOSED
05/26/2018 07:39:23,2402290.84,299587.47,56.67,6.40,5.21,3.37,26.78,28.39,N/A,RETURN,CLOSED
05/26/2018 07:39:29,2402345.45,299623.71,56.84,6.50,5.08,3.33,26.61,28.49,N/A,RETURN,CLOSED
05/26/2018 07:39:36,2402409.35,299669.67,56.19,6.50,5.12,3.37,26.65,28.49,N/A,RETURN,CLOSED
05/26/2018 07:39:41,2402452.76,299702.14,55.90,6.50,5.14,3.71,26.62,28.56,N/A,RETURN,CLOSED
05/26/2018 07:39:47,2402509.28,299740.25,56.94,6.50,5.12,3.60,26.62,28.57,N/A,RETURN,CLOSED
05/26/2018 07:39:53,2402563.95,299777.14,56.19,6.40,5.12,3.46,26.57,28.45,N/A,RETURN,CLOSED
05/26/2018 07:39:59,2402615.84,299816.54,56.24,6.50,5.12,3.19,26.62,28.51,N/A,RETURN,CLOSED
05/26/2018 07:40:05,2402667.92,299851.01,55.44,6.50,5.12,3.92,26.49,28.56,N/A,RETURN,CLOSED
05/26/2018 07:40:11,2402724.89,299889.30,55.92,6.50,5.12,3.83,26.59,28.56,N/A,RETURN,CLOSED
05/26/2018 07:40:17,2402775.57,299925.92,55.77,6.50,5.17,3.51,26.70,28.37,N/A,RETURN,CLOSED
05/26/2018 07:40:23,2402829.63,299963.34,56.41,6.50,5.12,3.51,26.86,28.37,N/A,RETURN,CLOSED
05/26/2018 07:40:29,2402883.94,300001.81,55.83,6.50,5.17,3.64,26.59,28.47,N/A,RETURN,CLOSED
05/26/2018 07:40:35,2402936.15,300037.87,55.66,6.50,5.12,3.64,26.66,28.47,N/A,RETURN,CLOSED
05/26/2018 07:40:41,2402990.55,300077.16,57.15,6.40,5.14,3.53,26.69,28.49,N/A,RETURN,CLOSED
05/26/2018 07:40:48,2403057.69,300126.97,57.70,6.60,5.12,3.60,26.62,28.49,N/A,RETURN,CLOSED
05/26/2018 07:40:53,2403098.89,300154.28,57.19,6.40,5.12,3.64,26.55,28.52,N/A,RETURN,CLOSED
05/26/2018 07:40:59,2403154.83,300190.21,57.16,6.50,5.08,3.60,26.54,28.51,N/A,RETURN,CLOSED
05/26/2018 07:41:05,2403206.65,300226.18,56.61,6.40,5.12,3.51,26.73,28.51,N/A,RETURN,CLOSED
05/26/2018 07:41:11,2403258.86,300264.70,55.97,6.50,5.17,3.42,26.67,28.60,N/A,RETURN,CLOSED
05/26/2018 07:41:17,2403310.56,300303.01,56.82,6.40,5.26,3.60,26.68,28.60,N/A,RETURN,CLOSED
05/26/2018 07:41:23,2403364.08,300340.93,57.96,6.40,5.12,3.51,26.79,28.60,N/A,RETURN,CLOSED
05/26/2018 07:41:29,2403416.11,300373.23,56.56,6.40,5.17,3.46,26.70,28.60,N/A,RETURN,CLOSED
05/26/2018 07:41:35,2403469.13,300407.72,56.66,6.40,5.12,3.46,26.62,28.49,N/A,RETURN,CLOSED
05/26/2018 07:41:41,2403521.74,300443.93,56.39,6.40,5.05,3.62,26.55,28.52,N/A,RETURN,CLOSED
05/26/2018 07:41:48,2403585.24,300490.80,56.85,6.40,5.14,3.62,26.52,28.53,N/A,RETURN,CLOSED
05/26/2018 07:41:53,2403634.03,300525.40,56.84,6.50,5.12,3.55,26.35,28.52,N/A,RETURN,CLOSED
05/26/2018 07:41:59,2403686.42,300562.55,55.87,6.40,5.17,3.60,26.53,28.58,N/A,RETURN,CLOSED
05/26/2018 07:42:06,2403745.76,300602.94,55.70,6.40,5.17,3.60,26.72,28.47,N/A,RETURN,CLOSED
05/26/2018 07:42:12,2403797.39,300637.83,55.95,6.60,5.17,3.46,26.74,28.29,N/A,RETURN,CLOSED
05/26/2018 07:42:17,2403844.38,300668.45,56.62,6.40,5.10,3.62,26.80,28.29,N/A,RETURN,CLOSED
05/26/2018 07:42:23,2403897.43,300704.16,56.27,6.40,5.12,3.64,26.77,28.52,N/A,RETURN,CLOSED
05/26/2018 07:42:29,2403949.14,300737.30,55.11,6.50,5.17,3.46,26.77,28.53,N/A,RETURN,CLOSED
05/26/2018 07:42:35,2404000.78,300774.42,56.85,6.60,5.12,3.60,26.70,28.53,N/A,RETURN,CLOSED
05/26/2018 07:42:41,2404055.68,300809.76,56.80,6.40,5.12,3.60,26.83,28.53,N/A,RETURN,CLOSED
05/26/2018 07:42:47,2404107.85,300845.79,57.10,6.50,5.08,3.60,26.66,28.53,N/A,RETURN,CLOSED
05/26/2018 07:42:53,2404161.34,300883.47,56.20,6.40,5.17,3.60,26.50,28.53,N/A,RETURN,CLOSED
05/26/2018 07:42:59,2404213.74,300918.55,57.20,6.50,5.17,3.60,26.53,28.53,N/A,RETURN,CLOSED
05/26/2018 07:43:04,2404262.12,300951.22,57.26,6.40,4.85,3.64,26.81,28.33,N/A,RETURN,CLOSED
05/26/2018 07:44:02,2404756.48,301291.19,55.81,5.70,5.17,3.64,26.90,28.46,N/A,RETURN,CLOSED
05/26/2018 07:45:01,2405187.29,301590.52,56.90,5.10,5.17,3.60,26.72,28.46,N/A,RETURN,CLOSED
05/26/2018 07:46:01,2405605.68,301870.61,58.19,5.00,5.17,3.64,26.69,28.46,N/A,RETURN,CLOSED
05/26/2018 07:47:01,2406024.11,302150.82,58.51,4.90,5.21,3.64,26.70,28.29,N/A,RETURN,CLOSED
05/26/2018 07:48:01,2406450.10,302424.26,58.10,5.00,5.12,3.55,26.72,28.29,N/A,RETURN,CLOSED
05/26/2018 07:49:02,2406864.52,302706.25,57.54,4.70,5.12,3.46,26.72,28.29,N/A,RETURN,CLOSED
05/26/2018 07:50:01,2407236.39,302944.13,66.55,4.50,5.19,3.58,26.66,28.29,N/A,RETURN,CLOSED
05/26/2018 07:51:01,2407652.42,303138.44,74.79,4.50,5.21,3.33,26.59,28.29,N/A,RETURN,CLOSED
05/26/2018 07:52:01,2408083.79,303274.75,76.04,4.40,5.10,3.17,26.59,28.38,N/A,RETURN,CLOSED
05/26/2018 07:53:01,2408512.74,303393.39,76.20,4.30,5.19,3.35,26.56,28.48,N/A,RETURN,CLOSED
05/26/2018 07:54:02,2408911.93,303504.09,76.17,3.90,5.21,3.28,26.57,28.48,N/A,RETURN,CLOSED
05/26/2018 07:55:02,2409264.86,303604.65,73.04,3.30,5.35,3.69,26.71,28.44,N/A,RETURN,CLOSED
05/26/2018 07:56:01,2409563.05,303699.64,77.40,3.40,5.12,3.74,26.60,28.44,N/A,RETURN,CLOSED
05/26/2018 07:57:02,2409904.24,303781.56,82.57,3.30,5.10,3.12,26.73,28.48,N/A,RETURN,CLOSED
05/26/2018 07:58:01,2410196.93,303810.96,101.31,3.00,5.12,3.96,26.64,28.38,N/A,RETURN,CLOSED
05/26/2018 07:59:01,2410510.59,303768.09,108.66,3.50,5.30,3.60,26.55,28.44,N/A,RETURN,CLOSED
05/26/2018 08:00:02,2410880.82,303697.92,82.10,4.00,5.01,3.62,26.60,28.46,N/A,RETURN,CLOSED
05/26/2018 08:01:01,2411238.44,303781.28,52.06,4.00,5.26,3.60,26.61,28.48,N/A,RETURN,CLOSED
05/26/2018 08:02:02,2411523.54,304045.54,19.55,4.00,5.12,4.14,26.79,28.48,N/A,RETURN,CLOSED
05/26/2018 08:03:02,2411612.90,304398.82,344.68,3.70,5.03,3.69,26.63,28.38,N/A,RETURN,CLOSED
05/26/2018 08:04:01,2411500.85,304696.07,300.63,3.40,5.12,3.51,26.70,28.49,N/A,RETURN,CLOSED
05/26/2018 08:05:02,2411229.94,304821.05,258.43,3.20,5.08,3.64,26.61,28.44,N/A,RETURN,CLOSED
05/26/2018 08:06:02,2410935.18,304715.97,223.76,3.30,5.21,3.60,26.72,28.36,N/A,RETURN,CLOSED
05/26/2018 08:07:01,2410740.62,304468.88,198.37,3.40,5.14,3.71,26.61,28.49,N/A,RETURN,CLOSED
05/26/2018 08:08:02,2410654.31,304111.25,182.02,3.70,5.21,3.28,26.69,28.49,N/A,RETURN,CLOSED
05/26/2018 08:09:02,2410666.28,303727.72,174.24,3.80,5.08,3.74,26.68,28.39,N/A,RETURN,CLOSED
05/26/2018 08:10:02,2410713.76,303348.80,172.08,3.50,5.17,3.69,26.74,28.21,N/A,RETURN,CLOSED
05/26/2018 08:10:54,2410748.59,301432.70,239.10,0.00,19.18,15.01,11.73,11.94,N/A,TRANSIT,CLOSED
05/26/2018 08:11:01,2410762.28,303050.09,171.45,2.80,5.12,3.60,26.52,28.41,N/A,RETURN,CLOSED
05/26/2018 08:11:53,2410916.14,301457.92,111.39,0.00,18.90,14.83,11.12,12.83,N/A,TRANSIT,CLOSED
05/26/2018 08:12:01,2410797.72,302746.95,172.54,3.10,5.23,3.58,26.62,28.32,N/A,RETURN,CLOSED
05/26/2018 08:12:54,2410917.36,301456.68,111.03,0.00,18.77,15.19,11.93,12.23,N/A,TRANSIT,CLOSED
05/26/2018 08:13:02,2410831.28,302453.23,170.99,2.70,5.21,3.42,26.47,28.46,N/A,RETURN,CLOSED
05/26/2018 08:13:54,2410918.54,301455.96,110.73,0.00,19.04,14.78,10.90,13.16,N/A,TRANSIT,CLOSED
05/26/2018 08:14:02,2410869.56,302204.99,167.13,2.20,5.19,3.71,26.70,28.46,N/A,RETURN,CLOSED
05/26/2018 08:14:54,2410919.22,301456.56,110.36,0.00,18.95,14.87,11.66,12.26,N/A,TRANSIT,CLOSED
05/26/2018 08:15:01,2410882.83,302045.36,161.41,1.30,5.21,3.64,26.95,28.37,N/A,RETURN,CLOSED
05/26/2018 08:15:53,2410919.28,301456.12,110.26,0.00,19.09,14.83,11.36,12.19,N/A,TRANSIT,CLOSED
05/26/2018 08:16:02,2410862.64,301919.00,144.27,1.60,5.35,3.64,26.53,28.28,N/A,RETURN,CLOSED
05/26/2018 08:16:54,2410919.87,301455.78,110.09,0.00,18.90,14.55,11.56,12.86,N/A,TRANSIT,CLOSED
05/26/2018 08:17:01,2410884.23,301770.20,142.55,1.40,5.12,3.64,26.20,28.28,N/A,RETURN,CLOSED
05/26/2018 08:17:54,2410920.00,301455.62,109.82,0.00,18.77,14.69,11.55,12.78,N/A,TRANSIT,CLOSED
05/26/2018 08:18:02,2410919.14,301643.77,122.67,1.50,5.26,3.83,26.39,27.97,N/A,RETURN,CLOSED
05/26/2018 08:18:54,2410920.01,301455.01,109.82,0.00,18.72,20.96,11.96,0.00,N/A,TRANSIT,CLOSED
05/26/2018 08:19:02,2410943.07,301559.52,112.42,0.00,5.23,3.62,26.43,27.70,N/A,RETURN,CLOSED
05/26/2018 08:19:54,2410919.77,301452.25,110.41,0.00,18.86,14.51,11.47,13.69,N/A,TRANSIT,CLOSED
05/26/2018 08:20:01,2410963.72,301526.79,118.66,0.50,5.12,3.69,26.30,28.29,N/A,RETURN,CLOSED
05/26/2018 08:20:54,2410918.27,301449.20,110.41,0.00,18.90,20.96,11.98,0.00,N/A,TRANSIT,CLOSED
05/26/2018 08:21:01,2410927.04,301521.95,115.28,0.00,5.21,3.83,26.67,28.36,N/A,RETURN,CLOSED
05/26/2018 08:21:54,2410907.63,301423.08,121.41,0.60,18.77,14.87,12.07,12.49,N/A,TRANSIT,CLOSED
05/26/2018 08:22:01,2410923.26,301480.75,121.43,0.50,5.12,3.42,26.57,28.12,N/A,RETURN,CLOSED
05/26/2018 08:22:54,2410863.14,301317.44,133.39,0.60,18.77,14.78,12.11,12.68,N/A,TRANSIT,CLOSED
05/26/2018 08:23:02,2410905.95,301427.92,122.13,0.80,5.30,3.46,26.46,28.71,N/A,RETURN,CLOSED
05/26/2018 08:23:53,2410864.18,301264.44,123.77,0.70,18.68,14.67,12.05,13.24,N/A,TRANSIT,CLOSED
05/26/2018 08:24:02,2410897.13,301366.19,121.97,0.80,5.21,3.55,26.58,28.47,N/A,RETURN,CLOSED
05/26/2018 08:24:53,2410854.74,301194.43,123.88,0.80,18.70,14.60,11.93,13.36,N/A,TRANSIT,CLOSED
05/26/2018 08:25:02,2410890.85,301305.75,119.81,0.70,5.26,3.42,26.74,28.06,N/A,RETURN,CLOSED
05/26/2018 08:25:54,2410853.60,301123.46,123.88,0.50,18.95,20.96,11.54,0.00,N/A,TRANSIT,CLOSED
05/26/2018 08:26:01,2410892.83,301242.75,113.27,0.00,5.10,3.44,26.35,28.07,N/A,RETURN,CLOSED
05/26/2018 08:26:53,2410868.46,301110.52,114.82,0.00,19.13,14.51,11.19,12.58,N/A,TRANSIT,CLOSED
05/26/2018 08:27:02,2410899.82,301240.54,105.86,0.00,5.19,3.26,26.52,28.32,N/A,IDLE,CLOSED
05/26/2018 08:27:54,2410871.33,301125.90,106.30,0.00,18.59,14.51,11.95,13.62,N/A,TRANSIT,CLOSED
05/26/2018 08:28:02,2410894.98,301255.74,104.35,0.50,5.26,3.55,26.47,28.35,N/A,IDLE,CLOSED
05/26/2018 08:28:54,2410873.47,301138.71,99.61,0.00,18.77,14.51,11.88,13.69,N/A,TRANSIT,CLOSED
05/26/2018 08:29:02,2410893.88,301261.93,102.48,0.00,5.21,3.55,26.54,28.18,N/A,IDLE,CLOSED
05/26/2018 08:29:54,2410874.35,301145.31,95.64,0.00,18.90,14.69,11.78,12.77,N/A,TRANSIT,CLOSED
05/26/2018 08:30:02,2410887.60,301258.31,100.99,0.00,5.21,3.37,26.50,28.35,N/A,IDLE,CLOSED
05/26/2018 08:30:54,2410865.34,301130.19,95.18,0.00,18.90,14.60,11.98,12.86,N/A,TRANSIT,CLOSED
05/26/2018 08:31:02,2410868.36,301243.57,97.05,0.00,5.19,3.37,26.39,28.15,N/A,IDLE,CLOSED
05/26/2018 08:31:53,2410865.68,301137.44,90.82,0.00,18.68,14.69,11.56,12.95,N/A,TRANSIT,CLOSED
05/26/2018 08:32:02,2410869.52,301238.69,100.27,0.00,5.17,3.78,26.59,28.12,N/A,IDLE,CLOSED
05/26/2018 08:32:54,2410865.24,301137.05,91.78,0.00,18.54,14.42,11.34,13.62,N/A,TRANSIT,CLOSED
05/26/2018 08:33:01,2410870.29,301237.02,101.61,0.00,5.28,3.35,26.68,28.28,N/A,IDLE,CLOSED
05/26/2018 08:33:54,2410865.29,301136.35,93.30,0.00,18.81,14.78,12.32,12.35,N/A,TRANSIT,CLOSED
05/26/2018 08:34:02,2410872.38,301238.01,101.40,0.00,5.32,3.40,26.51,28.32,N/A,IDLE,CLOSED
05/26/2018 08:34:54,2410865.81,301135.74,94.03,0.00,18.79,14.69,12.64,12.43,N/A,TRANSIT,CLOSED
05/26/2018 08:35:01,2410872.64,301240.59,99.89,0.00,5.19,3.80,26.78,28.45,N/A,IDLE,CLOSED
05/26/2018 08:35:54,2410866.33,301134.77,94.25,0.00,18.90,14.46,11.74,12.53,N/A,TRANSIT,CLOSED
05/26/2018 08:36:01,2410874.16,301241.75,99.94,0.00,5.14,3.67,26.80,28.46,N/A,IDLE,CLOSED
05/26/2018 08:36:54,2410866.33,301135.04,94.09,0.00,18.63,14.53,12.84,12.83,N/A,TRANSIT,CLOSED
05/26/2018 08:37:02,2410874.71,301242.25,99.65,0.00,5.28,3.44,26.59,28.77,N/A,IDLE,CLOSED
05/26/2018 08:37:54,2410866.85,301135.04,94.09,0.00,18.41,14.78,12.26,12.18,N/A,TRANSIT,CLOSED
05/26/2018 08:38:02,2410875.25,301242.51,99.50,0.00,5.30,3.51,26.70,28.60,N/A,IDLE,CLOSED
05/26/2018 08:38:54,2410866.85,301134.64,94.34,0.00,18.63,14.44,11.92,12.34,N/A,TRANSIT,CLOSED
05/26/2018 08:39:01,2410875.31,301243.27,99.05,0.00,5.14,3.67,26.43,28.77,N/A,IDLE,CLOSED
05/26/2018 08:39:54,2410867.36,301134.57,94.38,0.00,18.86,14.60,12.15,13.66,N/A,TRANSIT,CLOSED
05/26/2018 08:40:02,2410868.92,301248.83,93.28,0.00,5.19,3.49,26.66,28.05,N/A,IDLE,CLOSED
05/26/2018 08:40:54,2410868.21,301143.63,91.49,0.00,18.66,14.51,12.36,12.51,N/A,TRANSIT,CLOSED
05/26/2018 08:41:01,2410879.97,301268.00,93.85,0.00,5.19,3.53,26.82,28.20,N/A,IDLE,CLOSED
05/26/2018 08:41:53,2410860.49,301186.26,91.69,0.60,18.68,14.60,12.87,12.81,N/A,TRANSIT,CLOSED
05/26/2018 08:42:01,2410881.30,301304.97,98.12,0.50,5.23,3.94,26.49,28.33,N/A,IDLE,CLOSED
05/26/2018 08:42:54,2410869.01,301237.36,96.41,0.50,18.63,14.55,11.81,13.86,N/A,TRANSIT,CLOSED
05/26/2018 08:43:01,2410888.04,301358.03,93.75,0.00,5.23,3.49,26.54,28.46,N/A,IDLE,CLOSED
05/26/2018 08:43:54,2410877.14,301276.69,97.25,0.00,18.77,14.74,11.96,13.75,N/A,TRANSIT,CLOSED
05/26/2018 08:44:02,2410894.66,301401.57,94.23,0.60,5.21,3.69,26.64,28.40,N/A,IDLE,CLOSED
05/26/2018 08:44:54,2410887.41,301330.12,92.91,0.60,18.63,14.60,11.95,13.29,N/A,TRANSIT,CLOSED
05/26/2018 08:45:01,2410905.38,301443.75,95.17,0.50,5.14,3.80,26.66,28.62,N/A,IDLE,CLOSED
05/26/2018 08:45:54,2410900.58,301381.65,94.84,0.60,18.68,14.46,12.66,13.42,N/A,TRANSIT,CLOSED
05/26/2018 08:46:01,2410922.54,301506.04,95.05,0.60,5.23,3.49,26.61,28.19,N/A,IDLE,CLOSED
05/26/2018 08:46:54,2410916.74,301440.68,94.84,0.00,18.90,20.96,12.44,0.00,N/A,TRANSIT,CLOSED
05/26/2018 08:47:01,2410932.51,301568.06,95.02,0.70,5.19,3.44,26.57,28.26,N/A,IDLE,CLOSED
05/26/2018 08:47:54,2410936.47,301498.80,91.41,0.00,18.56,14.44,12.42,12.89,N/A,TRANSIT,CLOSED
05/26/2018 08:48:01,2410947.62,301601.20,99.16,0.50,5.35,3.64,26.60,27.92,N/A,IDLE,CLOSED
05/26/2018 08:48:53,2410949.55,301478.96,91.41,0.00,18.86,20.96,12.31,0.00,N/A,TRANSIT,CLOSED
05/26/2018 08:49:01,2410948.12,301591.83,93.66,0.00,5.10,3.49,26.52,28.34,N/A,IDLE,CLOSED
05/26/2018 08:50:01,2410948.64,301590.36,94.87,0.00,5.23,3.58,26.54,28.04,N/A,IDLE,CLOSED
05/26/2018 08:51:02,2410949.99,301586.54,98.18,0.00,5.19,3.40,26.50,28.13,N/A,IDLE,CLOSED
05/26/2018 08:51:43,2410936.57,301495.95,93.85,0.00,18.81,14.53,12.45,13.16,N/A,TRANSIT,CLOSED
05/26/2018 08:52:02,2410950.45,301587.17,98.52,0.00,5.28,3.58,26.42,28.37,N/A,IDLE,CLOSED
05/26/2018 08:52:18,2410917.00,301470.60,108.02,0.00,18.59,14.51,12.52,13.50,N/A,TRANSIT,CLOSED
05/26/2018 08:53:01,2410951.05,301589.51,97.51,0.00,5.14,3.67,26.58,28.29,N/A,IDLE,CLOSED
05/26/2018 08:53:18,2410933.30,301477.46,99.13,0.00,18.54,14.49,12.72,13.73,N/A,TRANSIT,CLOSED
05/26/2018 08:54:01,2410951.05,301589.48,97.53,0.00,5.14,3.49,26.84,28.41,N/A,IDLE,CLOSED
05/26/2018 08:54:18,2410935.12,301481.65,96.25,0.00,18.86,14.26,12.55,13.35,N/A,TRANSIT,CLOSED
05/26/2018 08:55:01,2410950.90,301592.76,98.45,0.00,5.32,3.44,26.72,28.27,N/A,IDLE,CLOSED
05/26/2018 08:55:18,2410936.11,301480.77,96.78,0.00,18.77,14.33,12.68,13.29,N/A,TRANSIT,CLOSED
05/26/2018 08:56:02,2410892.58,301687.21,28.40,0.00,5.14,3.44,26.64,28.27,N/A,IDLE,CLOSED
05/26/2018 08:56:18,2410944.96,301468.09,97.18,0.00,18.52,14.53,12.18,13.63,N/A,TRANSIT,CLOSED
05/26/2018 08:57:02,2410950.16,301584.25,100.59,0.00,5.23,3.40,26.69,28.57,N/A,IDLE,CLOSED
05/26/2018 08:57:18,2411016.14,301443.54,96.45,1.10,18.90,14.51,11.71,13.76,N/A,TRANSIT,CLOSED
05/26/2018 08:58:01,2410949.48,301582.05,101.51,0.00,5.19,3.62,26.84,28.59,N/A,IDLE,CLOSED
05/26/2018 08:58:18,2411174.25,301440.69,91.73,1.90,18.54,14.55,12.77,13.61,N/A,TRANSIT,CLOSED
05/26/2018 08:59:02,2410949.61,301581.84,100.93,0.00,5.19,3.31,26.60,28.22,N/A,IDLE,CLOSED
